texto,siglaTipo
"Dispõe sobre instrumento de cooperação federativa para transferência à União de competências educacionais de Estados, Distrito Federal e Municípios.",PLS
"Altera a Lei nº 9.096, de 19 de setembro de 1995, para permitir a utilização do Fundo Partidário para o pagamento de multas.",PLS
"Regulamenta o disposto no art. 192 da Constituição Federal para suprir a condição determinada no art. 52 das disposições Constitucionais Transitórias, eliminando a necessidade de autorização do Poder Executivo da União para o funcionamento de instituições financeiras estrangeiras no País.",PLS
"Altera o art. 46 da Lei nº 9.504, de 30 de setembro de 1997, que estabelece normas para as eleições, para tornar obrigatória a realização de entrevista com candidato que tenha aceito convite para participar de debate em emissora de rádio ou de televisão, na hipótese de recusa pelos candidatos adversários.",PLS
"Altera a Lei Complementar nº 87/1996 (Lei Kandir), de forma a garantir a utilização dos créditos acumulados de ICMS nas exportações.",PLS
Acrescenta o artigo 200-A e incisos à Consolidação das Leis do Trabalho (CLT) para estabelecer regras para o procedimento de regulamentação da segurança e saúde no trabalho.,PLS
"Altera a Consolidação das Lei do Trabalho – CLT, aprovada pelo Decreto-Lei n. 5.452, de 1º de maio de 1943, para estabelecer parâmetros às disposições complementares às normas de medidas especiais de proteção.",PLS
"Altera a Lei nº 12.990, de 9 de junho de 2014, para adotar o critério de quotas sociais para ingresso no serviço público federal.",PLS
Dispõe sobre a custódia compartilhada dos animais de estimação nos casos de dissolução do casamento ou da união estável.,PLS
"Acrescenta o § 6º ao art. 33 da Lei nº 9.504, de 30 de setembro de 1995, para instituir critério para a divulgação de pesquisas eleitorais.",PLS
Altera a Lei Federal nº 7.210/1984 - Lei de Execução Penal - quanto aos procedimentos para a execução indireta de atividades em estabelecimentos penais.,PLS
"Dispõe sobre dispensação da prescrição de receita para medicamentos à base de substâncias classificadas como antimicrobianos, de uso sob prescrição, isoladas ou em associação.",PLS
"Altera a Lei nº 8.069, de 13 de julho de 1990, que dispõe sobre o Estatuto da Criança e do Adolescente, para prever expressamente a possibilidade de doação direta, dedutível do Imposto de Renda, em favor dos Fundos dos Direitos da Criança e do Adolescente e de projetos de organizações da sociedade civil aprovados pelos conselhos dos respectivos Fundos.",PLS
"Dispõe sobre o fim dos chamados “carros oficiais”, com a proibição da utilização de veículos oficiais por autoridades públicas, exceto o Presidente da República, na condição de Chefe de Estado Brasileiro.",PLS
Estabelece a organização básica dos órgãos da Presidência da República e dos Ministérios.,MPV
Acrescenta ao art. 57 o §4º-A para dispor sobre o voto aberto na eleição das mesas no congresso.,PEC
"Modifica o art. 37 da Constituição Federal, para suspender o transcurso do prazo de validade de concurso público na hipótese de o Poder Público suspender as nomeações por falta de recursos financeiros.",PEC
"Altera a redação do art. 201 da Constituição Federal, para extinguir o auxílio-reclusão.",PEC
"Altera a redação do art. 228 da Constituição Federal, para adequar a idade de inimputabilidade penal à nova realidade demográfica brasileira e combater a criminalidade.",PEC
"Insere o inciso XVI no art. 93 da Constituição Federal, para positivar a possibilidade de execução provisória da pena, após a condenação por órgão colegiado.",PEC
"Altera o art. 132 da Constituição Federal, para incluir as procuradorias municipais.",PEC
Acrescenta o inciso IX ao art. 200 da Constituição Federal.,PEC
"Dá nova redação aos §§ 1º, 2º e 3º do art. 14 da Constituição Federal, para facultar a participação do estrangeiro domiciliado no Brasil em eleições municipais.",PEC
Altera a Constituição Federal para autorizar a União a reter recursos do Fundo de Participação dos Estados e do Distrito Federal e transferi-los aos Municípios na hipótese de ausência de repasse do Imposto sobre Operações relativas à Circulação de Mercadorias e sobre Prestação de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação (ICMS) e do Imposto sobre Propriedade de Veículos Automotores (IPVA).,PEC
"Altera a Lei nº 13.152, de 29 de julho de 2015, para dispor sobre o valor do salário mínimo em 2019.",PL
"Acrescenta art. 1.353-A à Lei nº 10.406, de 10 de janeiro de 2002, para permitir à assembleia de condomínios edilícios votação por meio eletrônico ou por outra forma de coleta individualizada do voto dos condôminos ausentes à reunião presencial, quando a lei exigir quórum especial para a deliberação da matéria.",PL
"Altera a Lei nº 10.671, de 15 de maio de 2003, que dispõe sobre o Estatuto de Defesa do Torcedor e dá outras providências, para ampliar a proteção às torcedoras contra atos de violência em ambientes de prática esportiva.",PL
"Altera a Lei nº 12.334, de 20 de setembro de 2010, para reforçar a efetividade da Política Nacional de Segurança de Barragens (PNSB), e a Lei nº 9.433, de 8 de janeiro de 1997, para dotar de novos instrumentos o Conselho Nacional de Recursos Hídricos (CNRH) no exercício de sua atribuição de zelar pela implementação da PNSB.",PL
"Altera a Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa e dá outras providências, para redefinir critérios para redução da área de Reserva Legal em imóveis rurais da Amazônia Legal.",PL
"Institui o Fundo Nacional dos Direitos das Pessoas com Deficiência, altera a Lei nº 9.250, de 26 de dezembro de 1995, e autoriza deduzir do imposto sobre a renda das pessoas físicas e das pessoas jurídicas as doações feitas aos fundos controlados pelos conselhos de direitos das pessoas com deficiência.",PL
"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para prever critérios objetivos para a aplicação da pena à pessoa jurídica condenada por crime ambiental.",PL
"Altera a Lei nº 9.096, de 19 de setembro de 1995 e revoga dispositivos da Lei nº 9.504, de 30 de setembro de 1997, para extinguir o Fundo Especial de Financiamento de Campanha – FEFC.",PL
"Altera o Decreto-Lei no 2.848, de 7 de dezembro de 1940 – Código Penal, para elevar a pena do crime de aborto provocado por terceiro, com o consentimento da gestante, e criar nova causa de aumento de pena.",PL
"Altera a Lei nº 4.375, de 17 de agosto de 1964, que dispõe sobre o Serviço Militar, para conceder prioridade a jovens egressos de instituições de acolhimento na seleção para o serviço militar.",PL
"Dispõe sobre isenção do Imposto sobre Produtos Industrializados (IPI), na aquisição de insumos e equipamentos especificados, utilizados na produção de leite.",PL
"Concede isenção do Imposto sobre Produtos Industrializados (IPI), da contribuição para o PIS/PASEP e da COFINS incidentes sobre veículos para transporte coletivo de estudantes, quando adquiridos por Prefeituras Municipais e pelo Distrito Federal, bem como por profissionais autônomos e suas cooperativas habilitados e dedicados exclusivamente ao transporte escolar.",PL
"Altera a Lei nº 9.250, de 26 de dezembro de 1995, que dispõe sobre o imposto de renda das pessoas físicas, para permitir a dedução de despesas com pagamento de prestações do único imóvel residencial.",PL
"Permite a dedução da contribuição patronal devida, do valor da Bolsa Família recebido pelo empregado, enquanto durar a relação de emprego.",PL
Destina percentual da arrecadação de loterias para o Fundo Especial para Calamidades Públicas (Funcap).,PL
"Altera a Lei nº 10.101, de 19 de dezembro de 2000, para dar à participação dos trabalhadores nos lucros ou resultados das empresas o mesmo tratamento fiscal dado à distribuição de lucros ou dividendos aos sócios ou acionistas.",PL
"Altera o § 5º do art. 5º da Lei nº 6.194, de 19 de dezembro de 1974, que dispõe sobre Seguro Obrigatório de Danos Pessoais causados por veículos automotores de via terrestre, ou por sua carga, a pessoas transportadas ou não, para prever que as lesões físicas ou psíquicas permanentes poderão ser comprovadas por laudo médico.",PL
Estabelece normas para a concessão de assistência judicial gratuita aos necessitados.,PL
"Altera o inciso XIV do art. 6º da Lei nº 7.713, de 22 de dezembro de 1988, para incluir o diabetes melito entre os agravos à saúde a cujos portadores é concedida a isenção do imposto de renda sobre os proventos de aposentadoria ou reforma.",PL
"Altera a Lei nº 7.713, de 22 dezembro de 1988, para isentar do imposto de renda das pessoas físicas os rendimentos correspondentes a honorários por serviços prestados ao Sistema Único de Saúde por profissionais de saúde.",PL
"Acrescenta art. 627-B à Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para dispor sobre a imposição de multas a pequenos agricultores durante o período de calamidade pública decorrente de frustração na produção por fatores climáticos negativos e dá outras providências.",PL
"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para incluir conteúdo sobre a prevenção da violência contra a mulher nos currículos da educação básica.",PL
"Altera a Lei nº 9.503, de 23 de setembro de 1997 – Código de Trânsito Brasileiro, para dispor sobre a substituição de pena dos crimes previstos no §3º do art. 302 e no §2º do art. 303.",PL
"Altera a Lei nº 9.503, de 23 de setembro de 1997 – Código de Trânsito Brasileiro, para reconhecer o registro de infrações de trânsito feito por qualquer pessoa, física ou jurídica, como meio de prova apto à lavratura do auto de infração.",PL
"Altera a Lei nº 7.689, de 15 de dezembro de 1988, para elevar a alíquota da Contribuição Social sobre o Lucro Líquido - CSLL em relação às pessoas jurídicas de seguros privados e de capitalização e às referidas nos incisos I a VII, IX e X do § 1º do art. 1º da Lei Complementar nº 105, de 10 de janeiro de 2001.",PL
"Altera a Lei nº 10.826, de 22 de dezembro de 2003, para determinar que todo projétil de arma de fogo conterá dispositivo que possibilite a identificação de seu lote, que será de no máximo mil unidades; as forças armadas, polícias e guardas municipais registrarão os lotes e quantidade de munição recebidos, o destino da distribuição das munições dentro da instituição e a finalidade de uso, com a identificação dos usuários; o Exército fará inspeções semestrais nas empresas que fabricam e distribuem armas de fogo e munições; as delegacias registrarão nas ocorrências de infração penal todas as informações de identificação da arma e da munição disponíveis; e define o prazo de um ano para a integração do Sinarm e do Sigma.",PL
"Altera a Lei no 11.482, de 31 de maio de 2007, para modificar a faixa de isenção constante na tabela progressiva do Imposto sobre a Renda da Pessoa Física",PL
Dispõe sobre a política de valorização do salário mínimo para o período de 2020 a 2023.,PL
"Altera a Lei nº 6.360, de 23 de setembro de 1976, que dispõe sobre a vigilância sanitária a que ficam sujeitos os medicamentos, as drogas, os insumos farmacêuticos e correlatos, cosméticos, saneantes e outros produtos, e dá outras providências, para dispor sobre a regulação ambiental de cosméticos, e dispõe sobre a proibição de protetores solares considerados tóxicos para os recifes de corais.",PL
"Altera a Lei n° 12.527, de 18 de novembro de 2011, que “Regula o acesso a informações previsto no inciso XXXIII do art. 5o, no inciso II do § 3o do art. 37 e no § 2o do art. 216 da Constituição Federal”, para garantir a transparência e privilegiar o princípio da publicidade.",PL
"Altera o art. 75 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para aumentar o tempo máximo de cumprimento de penas privativas de liberdade para quarenta anos; o art. 157 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para aumentar as penas previstas para o crime de latrocínio, e o art. 1º da Lei nº 8.072, de 25 de julho de 1990, para aumentar o interstício mínimo para a progressão de regime de cumprimento de pena para condenados pela prática de crime hediondo.",PL
"Altera a Lei nº 12.334, de 20 de setembro de 2010, para reforçar a efetividade da Política Nacional de Segurança de Barragens (PNSB), e a Lei nº 9.433, de 8 de janeiro de 1997, para dotar de novos instrumentos o Conselho Nacional de Recursos Hídricos (CNRH), no exercício de sua atribuição de zelar pela implementação da PNSB.",PL
Cria o Dia Nacional do Endocrinologista.,PL
"Altera o art. 32 da Lei nº 9.605, de 12 de fevereiro de 1998, para tipificar como crime de maus-tratos a conduta do agente público que, injustificadamente, sacrificar animais apreendidos ou deixar de soltá-los em seu habitat natural ou de destiná-los a pessoas ou entidades que por eles queiram se responsabilizar.",PL
"Altera a Lei nº 9.294, de 15 de julho de 1996, para regular as advertências sobre os riscos associados ao uso de narguilé.",PL
"Altera o Artigo 3º da Lei nº 12.550, de 15 de dezembro de 2011; o inciso III do art. 16 da Lei nº 5.540, de 28 de novembro de 1968; e o parágrafo único do art. 56 da Lei nº 9.394, de 20 de dezembro de 1996, para permitir a participação dos servidores da Ebserh – Empresa Brasileira de Serviços Hospitalares nos processos de consulta prévia para a escolha de dirigentes das instituições federais de educação superior em que trabalham, desde que autorizados pelos respectivos Conselhos Universitários.",PL
"Dispõe sobre o atendimento a condições de preservação ambiental e de saúde e segurança dos trabalhadores, para a realização das atividades de lavra mineral no país.",PL
"Altera a Lei nº 4.737, 15 de julho de 1965 – O Código Eleitoral Brasileiro, para restringir a abrangência das salvaguardas estabelecidas em seu Art. 236.",PL
"Altera a Lei nº 12.334, de 20 de setembro de 2010, para reforçar a efetividade da Política Nacional de Segurança de Barragens (PNSB); a Lei nº 9.433, de 8 de janeiro de 1997, para dotar de novos instrumentos o Conselho Nacional de Recursos Hídricos (CNRH) no exercício de sua atribuição de zelar pela implementação da PNSB; a Lei nº 8.072, de 25 de julho de 1990, para tornar hediondo o crime de poluição ambiental com resultado morte; e a Lei nº 9.605, de 12 de fevereiro de 1998, para instituir causa de aumento de pena no crime de poluição com resultado de morte.",PL
"Altera a Lei Nº 7.210, de 11 de julho de 1984, para adequar e moralizar a execução penal brasileira.",PL
"Altera o Decreto-Lei Nº 2.848, de 7 de dezembro de 1940 – Código Penal, para adequar as penas privativas de liberdade à nova realidade demográfica brasileira, de maneira a punir com mais efetividade os criminosos.",PL
"Altera a Lei nº 13.260, de 16 de março de 2016, que regulamenta o disposto no inciso XLIII do art. 5o da Constituição Federal, disciplinando o terrorismo, tratando de disposições investigatórias e processuais e reformulando o conceito de organização terrorista, para dispor sobre a atividade terrorista de movimentos pseudossociais.",PL
"Altera o Decreto-Lei Nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, para vedar a realização de audiências de custódia.",PL
"Acrescenta os artigos 213-A e 217 -B ao Decreto-Lei no 2.848 de-""-1940 - Código Penal para dispor sobre o crime de estupro compartilhado e dá outras
      providências.",PL
"Acrescenta §§ aos artigos 240 e 797 da lei 13.105, de 26 de março de 2015.
      (novo Código de Processo Civil).",PL
"Acrescenta-se o artigo 5°A a Lei nº 11.326, de 24 de julho de 2006, que estabelece as diretrizes para a formulação da Política Nacional da Agricultura Familiar e Empreendimentos Familiares Rurais.",PL
"Acrescenta dispositivo à Lei 8.069, de 13 de julho de 1990, que ""Dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências"", para prever o apoio técnico por parte da Justiça Eleitoral para o processo de escolha dos Conselheiros Tutelares.",PL
"Acrescenta o § 4° ao art. 25 da Lei nº 10.438, de 26 de abril de 2002.",PL
Altera Código Penal.,PL
"Altera o parágrafo único do art. 32 da Lei nº 8.078, de 11 de setembro de 1990, para exigir que o fornecedor de bens no mercado nacional oferte peças de reposição por período não inferior a dez anos após cessadas a produção ou a importação.",PL
"Altera o § 1° do art. 10 da Lei n. º 11.671, de 8 de maio de 2008, que dispõe sobre a transferência e inclusão de presos em estabelecimentos penais federais de segurança máxima e dá outras providências.",PL
"Altera a Lei 9.612, de 19 de fevereiro de 1998, que ""Institui o Serviço de Radiodifusão Comunitária"", para permitir a veiculação de publicidade institucional.",PL
"Regulamenta o uso de sistema de doação de eleitores para Atividades
      Político Partidária através de Crowdfunding - Financiamento Coletivo.",PL
"Dispõe sobre a cobrança pelos serviços de estacionamento privado de veículos, bem como sobre o período mínimo de gratuidade.",PL
"Altera a Lei 8.987, de 13 de fevereiro de 1995, para vedar a cobrança de taxa de religação de serviços públicos.",PL
"Altera a Lei no 10.741/2003 (Estatuto do Idoso) para proibir a cobrança de
      estacionamento aos idosos.",PL
Altera a Lei no 13.146/2015 (Estatuto da pessoa com Deficiência) para proibir a cobrança de estacionamento às pessoas com deficiência.,PL
"Altera a Lei 7.716, de 5 de janeiro de 1989, para incluir na referida legislação os crimes de discriminação ou preconceito de orientação sexual e/ou identidade de gênero.",PL
"Altera a Lei nº 13.102, de 2015 (Código de Processo Civil).",PL
"Dispõe sobre a anistia aos empréstimos registrados em nome dos membros das cooperativas e associações comunitárias do município de Rosário junto ao Banco do Nordeste (BNB) e Banco do Brasil (BB), referente à primeira e a segunda etapas do Pólo de Confecções de Rosário (MA) e dá outras providências.",PL
"Altera o artigo 121 do Decreto-Lei no 2848, de 7 de dezembro de 1940.",PL
"Institui o Programa Nacional de Crédito ao Jovem Empreendedor, em atendimento ao disposto no inciso III do art. 15 da lei 12.852, de 5 de agosto de 2013.",PL
"Acrescenta dispositivo ao Decreto-Lei nº 3.931, de 11 de dezembro de 1941 - Código de Processo Penal, para criar prisão preventiva excepcional, seus procedimentos e prazos.",PL
"Altera a Lei nº 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto, para determinar a necessidade de alvará de funcionamento para entidades de prática desportiva formadoras de atletas e a publicação da data de nascimento e das entidades de prática desportiva de origem e destino de atletas em caso de transferência internacional.",PL
"Altera a Lei nº 12.334, de 20 de setembro de 2010, a fim de criar punição mais rigorosa nos casos de rompimento de barragem.",PL
Estabelece benefícios fiscais para o contribuinte do Imposto de Renda da Pessoa Física que possua dependente acometido por doença rara.,PL
"Confere ao Município de Florianópolis, no Estado de Santa Catarina, o título de Capital Nacional da Nano Tecnologia e Novos Materiais.",PL
Reconhece o Estado de Santa Catarina como “Polo Náutico do Brasil”.,PL
"Acrescenta inciso ao art. 20 da Lei nº 8.036, de 11 de maio de 1990, que “dispõe sobre o Fundo de Garantia do Tempo de Serviço, e dá outras providências”, a fim de permitir a movimentação da conta vinculada do trabalhador para fomentar a abertura de micro e pequenas empresas.",PL
Autoriza as Unidades da Federação e o Distrito Federal a criarem a Loteria Estadual de Valorização da Educação (LEVE).,PL
"Altera a Lei nº 9.503, de 1997 - Código de Trânsito Brasileiro - Tornando mais gravosa a punição da prática de homicídio e lesão corporal na condução de veículo automotor, apresentando o condutor capacidade psicomotora alterada em razão da influência de álcool ou de outra substância psicoativa que determine dependência.",PL
Dispõe sobre a concessão do Selo Estabelecimento Sustentável.,PL
"Altera a Lei nº 12.608, de 10 de abril de 2012, que institui a Política Nacional de Proteção e Defesa Civil.",PL
"Altera a Lei nº 6.766, de 19 de dezembro de 1979 que dispõe sobre o Parcelamento do Solo Urbano e dá outras Providências.",PL
"Dispõe sobre o cumprimento de sanções impostas por resoluções do Conselho de Segurança das Nações Unidas, incluída a indisponibilidade de ativos de pessoas naturais e jurídicas e de entidades, e a designação nacional de pessoas investigadas ou acusadas de terrorismo, de seu financiamento ou de atos a ele correlacionados; e revoga a Lei nº 13.170, de 16 de outubro de 2015.",PL
"Estabelece as normas gerais para a negociação coletiva na administração pública direta, nas autarquias e fundações públicas dos Poderes da União, dos Estados, do Distrito Federal e dos Municípios.",PL
"Dispõe acerca da compensação do impacto tarifário causado pela baixa densidade de carga das concessionárias e permissionárias de distribuição com mercados próprios inferiores a 700 GWh por ano e altera as Leis nº 10.438, de 26 de abril de 2002, e nº 9.427, de 26 de dezembro de 1996.",PL
"Altera a Lei nº 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto e dá outras providências, para dispor sobre a competência fiscalizadora de órgãos e instituições no cumprimento das garantias de assistência global aos atletas das categorias de base.",PL
Obriga à inclusão de advertência na divulgação de informações sobre saúde na rede mundial de computadores.,PL
Torna obrigatória a utilização de patamares mínimos de água de reúso por plantas industriais e prédios comerciais que se instalarem em regiões de baixa precipitação pluviométrica.,PL
"Dispõe sobre o repasse de benefícios do Programa Bolsa Família, criado pela Lei nº 10.836, de 9 de janeiro de 2004, a entidades que desenvolvam programas de acolhimento institucional.",PL
Institui o Programa de Geração Distribuída nas Universidades e dá outras providências.,PL
"Acrescenta inciso VII ao art. 15 e art. 120-A à Lei nº 8.213, de 24 de julho de 1991, para dispor sobre a manutenção da qualidade de segurado das vítimas, diretas ou indiretas, de desastres ambientais e catástrofes naturais e o ressarcimento dos benefícios concedidos e das contribuições inviabilizadas em decorrência dos eventos citados e dá outras providências.",PL
"Revoga os arts. 16-C e 16-D da Lei nº 9.504, de 30 de setembro de 1997, que estabelece normas para as eleições, para extinguir o Fundo Especial de Financiamento de Campanha (FEFC).",PL
"Acrescenta dispositivo à Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre a sinalização semafórica piscante.",PL
"Estabelece prioridade de tramitação para os processos penais relativos aos crimes hediondos, alterando o Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal.",PL
"Altera a redação do Decreto-Lei nº 79, de 19 de dezembro de 1966, que institui normas para fixação de preços mínimos e execução das operações de financiamento e aquisição de produtos agropecuários e adota outras providências.",PL
"Altera a Lei nº 9.250, de 26 de dezembro de 1995, para permitir a dedução das doações a projeto de pesquisa científica e tecnológica executado por Instituição Científica e Tecnológica (ICT), ou por entidades científicas e tecnológicas privadas, sem fins lucrativos, da base de cálculo do imposto de renda da pessoa física.",PL
"Altera a Lei nº 11.892, de 29 de dezembro de 2008, que institui a Rede Federal de Educação Profissional, Científica e Tecnológica, cria os Institutos Federais de Educação, Ciência e Tecnologia e dá outras providências;",PL
"Altera a Lei nº 9.985, de 18 de julho de 2000, a fim de criar a categoria de Unidade de Conservação denominada Estrada-Parque e estebelece a Estrada-Parque Caminho do Colono no Parque Nacional do Iguaçu e da outras providências.",PL
"Acrescenta o art. 132-A ao Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para tipificar como crime a conduta cibernética prejudicial à saúde, à incolumidade física ou psíquica ou à vida de outrem.",PL
"Altera a Lei nº 8.069, de 13 de julho de 1990, para tornar obrigatória a divulgação de informações de caráter educativo e preventivo que possam contribuir para a redução da incidência da gravidez na adolescência e alertar sobre os graves riscos inerentes à prática do aborto.",PL
"Altera a Lei nº 13.575, de 26 de dezembro de 2017, que cria a Agência Nacional de Mineração, e o Decreto-Lei nº 227, de 28 de fevereiro de 1967, que dá nova redação ao Código de Minas.",PL
"Altera a Lei nº 7.716, de 5 de janeiro de 1989, para definir e punir os crimes resultantes da intolerância, discriminação ou do preconceito por sexo, orientação sexual e identidade de gênero.",PL
"Isenta do pagamento de taxas ou emolumentos pela emissão de passaportes e demais documentos de viagem, no território nacional, os estudantes brasileiros que comprovadamente requeiram esses documentos com o objetivo de realizar atividade de ensino, pesquisa ou extensão no exterior.",PL
"Altera a Lei nº 11.124, de 2005, que dispõe sobre o Sistema Nacional de Habitação de Interesse Social – SNHIS, cria o Fundo Nacional de Habitação de Interesse Social – FNHIS e institui o Conselho Gestor do FNHIS, para tratar de habitação destinada a idosos.",PL
"Altera o art. 88 da Lei nº 9.615, de 24 de março de 1998, que “institui normas gerais sobre desporto e dá outras providências”, para dispor sobre a relação de emprego entre os árbitros e as federações.",PL
"Altera dispositivos da Lei nº 12.846, de 2013, para prever a restituição de incentivos financeiros (clawback) devidos ou pagos a dirigentes e administradores, em caso de atos cometidos contra a administração pública.",PL
"Altera a redação dos arts. 32 e 35-A da Lei n. 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação Nacional), para inserir novos conteúdos nos currículos dos ensinos fundamental e médio.",PL
"Altera a Lei nº 8.069, de 13 de julho de 1990 – Estatuto da Criança e do Adolescente –, para prever a identificação de condenados por crimes que envolvam atos de pedofilia em sistemas públicos de informação.",PL
"Altera o Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, para prever o uso de algemas durante busca pessoal e condução de presos.",PL
"Altera a Lei nº 8.069, de 13 de julho de 1990, para dispor sobre a prevenção da evasão escolar.",PL
"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, para tratar da conversão de multas.",PL
"Institui o Marco Legal da Nanotecnologia e Materiais Avançados; dispõe sobre estímulos ao desenvolvimento científico, à pesquisa, à capacitação científica e tecnológica e à inovação nanotecnológica; altera as Leis nº 10.973, de 2 de dezembro de 2004, e nº 8.666, de 21 de junho de 1993; e dá outras providências.",PL
"Extingue o Plano de Seguridade Social dos Congressistas, determinando a aplicação do regime geral de previdência social aos Congressistas.",PL
"Adiciona ao art. 1º da Lei nº 12.291, de 20 de julho de 2010, que torna obrigatória a manutenção de exemplar do Código de Defesa do Consumidor nos estabelecimentos comerciais e de prestação de serviços, parágrafo único para exigir que as empresas que ofereçam comércio online tenham, em sua página de vendas eletrônicas, endereço de fácil visualização para a versão oficial do Código de Defesa do Consumidor e para o aplicativo de solução de conflitos relacionados aos direitos do consumidor do Ministério da Justiça.",PL
"Altera a Lei nº 12.334, de 20 de setembro de 2010, que estabelece a Política Nacional de Segurança de Barragens, para aprimorar os requisitos de elaboração e os critérios para implantação do Plano de Ação de Emergência (PAE).",PL
"Altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente) e o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para dispor sobre programas de estímulo à adoção por meio de busca ativa de pessoas interessadas em adotar crianças e adolescentes.",PL
"Altera dispositivos da Lei nº 9.294, de 15 de julho de 1996, que “dispõe sobre as restrições ao uso e à propaganda de produtos fumígeros, bebidas alcoólicas, medicamentos, terapias e defensivos agrícolas, nos termos do § 4º do art. 220, da Constituição Federal”.",PL
"Inclui parágrafo único no art. 31 da Lei nº 8.078, de 11 de setembro de 1990, para dispor que a oferta e apresentação de produtos ou serviços devem incluir o seu preço sem o valor do imposto sobre circulação de mercadorias e serviços e dos demais tributos sobre eles incidentes.",PL
"Altera a Lei nº 10.826, de 22 de dezembro de 2003 – Estatuto do Desarmamento, para tipificar a conduta de portar arma de brinquedo, simulacro ou réplica de arma de fogo, capazes de atemorizar outrem, sem autorização e em desacordo com determinação legal ou regulamentar.",PL
"Acrescenta o art. 294-A ao Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, para determinar o afastamento imediato do detentor de mandato eletivo em caso de prisão em flagrante, preventiva ou temporária.",PL
"Revoga o art. 236, da Lei nº 4.737, de 15 de julho de 1965, que institui o Código Eleitoral, para revogação de impedimento de prisão de eleitor em período eleitoral.",PL
"Revoga os arts. 122, 123, 124 e 125, da Lei no 7.210, de 11 de junho de 1984 - Lei de Execução Penal, extinguindo a possibilidade de saída temporária.",PL
"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940, Código Penal Brasileiro, nos dispositivos relativos a prescrição, aplicação e cálculo da pena, e dá outras providências.",PL
Regula a realização de testes de aptidão física por candidata gestante em concurso público.,PL
"Dispõe sobre a ampliação da arrecadação de recursos pelas universidades públicas, no âmbito de sua autonomia administrativa, financeira e patrimonial, nos termos do art.207 da Constituição Federal.",PL
"Acrescenta o art. 23-A à Lei nº 8.212, de 24 de julho de 1991 (Plano de Custeio da Previdência Social), para obrigar a empresa responsável por desastre ambiental a efetuar o recolhimento previdenciário referente a segurado falecido ou impedido de efetuar recolhimento previdenciário.",PL
"Altera a Lei nº 7.998, de 11 de janeiro de 1990, que “Regula o Programa do Seguro-Desemprego, o Abono Salarial, institui o Fundo de Amparo ao Trabalhador (FAT), e dá outras providências”; a Lei nº 8.212, de 24 de julho de 1991, que “Dispõe sobre a organização da Seguridade Social, institui Plano de Custeio, e dá outras providências”, para conceder seguro-desemprego aos segurados especiais da Previdência Social vitimados por catástrofes naturais e desastres ambientais, e dá outras providências.",PL
"Altera o art. 101 da Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente - ECA), para incluir a Defensoria Pública como legitimada a ter acesso ao cadastro da criança ou adolescente submetido a medida de proteção.",PL
"Altera a Lei nº 6.088, de 16 de julho de 1974, para incluir a bacia hidrográfica do rio Capibaribe na área de atuação da Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba (CODEVASF).",PL
"Altera a Lei nº 1.079, de 10 de abril de 1950, para tipificar como crime de responsabilidade a conduta que especifica.",PL
"Altera a Lei nº 13.425, de 30 de março de 2017, que estabelece diretrizes gerais sobre medidas de prevenção e combate a incêndio e a desastres em estabelecimentos, edificações e áreas de reunião de público, para exigir a disponibilidade de heliponto em edificações com altura superior a 30 (trinta) metros, e dá outras providências.",PL
"Altera a Lei nº 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto e dá outras providências (Lei Pelé), para dividir em seções o Capítulo V – DA PRÁTICA DESPORTIVA PROFISSIONAL e para acrescentar dispositivo relativo aos atletas de base.",PL
