NÚMERO CONVÊNIO,NOME MUNICÍPIO,OBJETO DO CONVÊNIO,NOME ÓRGÃO SUPERIOR
864486,PEIXE,Implantacao do Sistema de Esgotamento Sanitario do Municipio de Peixe-TO,Ministério da Saúde
864487,PORCIUNCULA,Implantacao de Sistema de Esgotamento Sanitario no Municipio de Porciuncula RJ,Ministério da Saúde
864488,SANTA CECILIA,Implantacao de Sistema Publico de Esgotamento Sanitario no  municipio de Santa Cecilia/PB.,Ministério da Saúde
864489,TEIXEIRA,Implantacao de Sistema de Esgotamento Sanitario no municipio de Teixeira-Pb,Ministério da Saúde
864490,SANTO ANTONIO DO GRAMA,Ampliacao do Sistema de Esgotamento Sanitario no municipio de Santo Antonio do Grama/MG.,Ministério da Saúde
864491,CASEARA,Implantacao do sistema de Esgotamento Sanitario do Municipio de Caseara-TO,Ministério da Saúde
864492,SAO JOSE DO SABUGI,Implantacao de Sistema de Esgotamento Sanitario no municipio de Sao Jose do Sabugi-PB,Ministério da Saúde
864493,ITATIAIA,Implantacao do Sistema de Esgotamento Sanitario do municipio de Itatiaia/RJ.,Ministério da Saúde
864494,SANTA FILOMENA,Implantacao de Sistema Publico de Esgotamento Sanitario no Municipio de Santa Filomena/PE.,Ministério da Saúde
864495,MIGUEL PEREIRA,IMPLANTACAO DE SISTEMAS DE ESGOTAMENTO SANITARIO NO MUNICIPIO DE MIGUEL PEREIRA - RJ,Ministério da Saúde
864496,CENTRAL DE MINAS,IMPLANTACAO DO SISTEMA DE ESGOTAMENTO SANITARIO NA SEDE DO MUNICIPIO DE CENTRAL DE MINAS,Ministério da Saúde
864498,PRINCESA ISABEL,Ampliacao de Sistema de Esgotamento Sanitario do Municipio de Princesa Isabel - PB.,Ministério da Saúde
864499,PINTADAS,Ampliacao do Sistema de Esgotamento Sanitario no Municipio de Pintadas-BA.,Ministério da Saúde
864500,SAO JOSE DE UBA,Implantacao de Sistema de Esgotamento Sanitario no Municipio de Sao Jose de Uba  RJ,Ministério da Saúde
864501,SAO JOSE DO BARREIRO,Ampliacao de Sistema de Esgotamento Sanitario de Sao Jose do Barreiro,Ministério da Saúde
864503,RIO DAS FLORES,Implantacao de Sistemas Publicos de Esgotamento Sanitario em Rio das Flores -RJ.,Ministério da Saúde
864505,ITAOCA,Implantacao de Sistema de Abastecimento de Agua no Municipio de Itaoca/SP.,Ministério da Saúde
864506,BREJETUBA,Implantacao de Sistema de Abastecimento de Agua no Municipio de Brejetuba/ES,Ministério da Saúde
864507,SANTO ANTONIO DO RIO ABAIXO,Implantacao de Sistema de Abastecimento de Agua no Municipio de Santo Antonio do Rio Abaixo/MG.,Ministério da Saúde
864508,CURUCA,Implantacao de Sistema de Abastecimento de Agua no Municipio de Curuca/PA.,Ministério da Saúde
864509,NOVO AIRAO,Ampliacao do Sistema de Abastecimento de Agua do Municipio de Novo Airao/AM,Ministério da Saúde
864510,CHAVES,IMPLANTACAO DE MICROSSISTEMA DE ABASTECIMENTO DE AGUA NO MUNICIPIO DE CHAVES/PA,Ministério da Saúde
864511,BOCAINA,Implantacao de sistema de abastecimento de agua no Municipio de Bocaina/SP.,Ministério da Saúde
864512,OUREM,IMPLANTACAO DE SISTEMA DE MICROSSISTEMA DE ABASTECIMENTO DE AGUA NAS NO MUNICIPIO DE OUREM/PA,Ministério da Saúde
864513,SAO JOAO DO TRIUNFO,Implantacao do sistema de abastecimento de agua no municipio de Sao Joao do Triunfo/PR.,Ministério da Saúde
864514,JURUTI,Implantacao de Sistema de Abastecimento de Agua no Municipio de Juruti - PA.,Ministério da Saúde
864515,RIO DAS FLORES,Implantacao do Sistema de Abastecimento de Agua em Rio das Flores/RJ.,Ministério da Saúde
864516,COLINAS DO SUL,Implantacao de Sistema Publico de Abastecimento de Agua no Municipio de Colinas do Sul/GO.,Ministério da Saúde
864517,GUACUI,Implantacao de Sistema de Esgotamento Sanitario no Municipio de Guacui-ES.,Ministério da Saúde
864518,SAO MIGUEL ARCANJO,AMPLIACAO DO SISTEMA DE ESGOTAMENTO SANITARIO NO MUNICIPIO DE SAO MIGUEL ARACANJO/SP.,Ministério da Saúde
864519,CONCHAL,Ampliacao do Sistema Publico de Esgotamento Sanitario no Municipio de Conchal/SP,Ministério da Saúde
864521,SENADOR CORTES,Aquisicao de caminhao compactador de lixo,Ministério da Saúde
864522,MONTE ALEGRE DE MINAS,Aquisicao de equipamentos e veiculo para operacionalizacao da unidade de disposicao de residuos solidos no municipio de Monte Alegre de Minas/MG,Ministério da Saúde
864524,ICONHA,"Aquisicao de equipamentos para melhorias no sistema de coleta de residuos solidos, no municipio de Iconha/ES.",Ministério da Saúde
864526,CARDOSO MOREIRA,AQUISICAO DE CAMINHAO COMPACTADOR PARA COLETA CONVENCIONAL DE RESIDUOS PARA O MUNICIPIO DE CARDOSO MOREIRA-RJ,Ministério da Saúde
864530,BORDA DA MATA,Aquisicao de veiculo para coleta de residuos solidos urbanos.,Ministério da Saúde
864534,CORREGO DO BOM JESUS,AQUISICAO DE CAMINHAO COMPACTADOR DE LIXO.,Ministério da Saúde
864535,JOAO RAMALHO,Aquisicao de Caminhao Compactador de Lixo,Ministério da Saúde
864537,TURVELANDIA,AQUISICAO DE UM TRATOR ESTEIRA,Ministério da Saúde
864539,IBIRUBA,Equipamentos para manejo de residuos solidos no  Municipio de Ibiruba/RS.,Ministério da Saúde
864540,CAREACU,Aquisicao de caminhao de lixo para coleta de residuos solidos no municipios.,Ministério da Saúde
864541,SAO JOAO BATISTA DO GLORIA,Aquisicao de um caminhao novo zero km e compactador de lixo.,Ministério da Saúde
864542,SAO FRANCISCO DO GLORIA,Aquisicao de Caminhao Compactador de Lixo.,Ministério da Saúde
864544,ANDRADAS,Aquisicao de Veiculo,Ministério da Saúde
864545,RESPLENDOR,Aquisicao de 01 (um) caminhao compactador equipado com um coletor compactador de lixo de 12 m3.,Ministério da Saúde
864546,MUZAMBINHO,AQUISICAO DE CAMINHAO COMPACTADOR DE RESIDUOS,Ministério da Saúde
864547,CRISTINA,"Aquisicao de um caminhao novo, implementado com coletor compactador de lixo.",Ministério da Saúde
864549,GONCALVES,Aquisicao de Caminhao Compactador de Lixo,Ministério da Saúde
864550,NOVA VICOSA,Implantacao de Melhorias Sanitarias Domiciliares na Comunidade 87 no Municipio de  de Nova Vicosa/BA.,Ministério da Saúde
864551,LAPAO,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NA SEDE DO MUNICIPIO DE LAPAO -BA,Ministério da Saúde
864553,JOAO DOURADO,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NA COMUNIDADES DE GAMELEIRA MUNICIPIO DE JOAO DOURADO -BA,Ministério da Saúde
864554,NILO PECANHA,Implantacao de melhorias sanitarias domiciliares no municipio de Nilo Pecanha-BA.,Ministério da Saúde
864555,BONFIM,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE BONFIM/RR,Ministério da Saúde
864557,CAIRU,Implantacao de melhorias sanitarias domiciliares no municipio de Cairu-BA.,Ministério da Saúde
864558,NORMANDIA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Normandia/RR-SEDE.,Ministério da Saúde
864559,CANTA,Implantacao de melhorias sanitarias domiciliares no Municipio de Canta/RR,Ministério da Saúde
864562,NOVA SANTA RITA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE NOVA SANTA RITA-PI.,Ministério da Saúde
864563,SAO MIGUEL DO TAPUIO,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE SAO MIGUEL DO TAPUIO -PI.,Ministério da Saúde
864565,AROAZES,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Aroazes-PI.,Ministério da Saúde
864566,AROEIRAS DO ITAIM,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Aroeiras do Itaim/PI.,Ministério da Saúde
864567,VARZEA BRANCA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Varzea Branca - PI,Ministério da Saúde
864568,SAO JOAO DA VARJOTA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Sao Joao da Varjota-PI.,Ministério da Saúde
864569,PIO IX,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Pio IX-PI.,Ministério da Saúde
864570,CASTELO DO PIAUI,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Castelo do Piaui-PI.,Ministério da Saúde
864571,AMARGOSA,Implantacao de Melhorias Habitacionais para o Controle da Doenca de Chagas no municipio de Amargosa-Bahia.,Ministério da Saúde
864572,ITABERABA,IMPLANTACAO DE MELHORIAS HABITACIONAIS PARA O CONTROLE DA DOENCAS DE CHAGAS NO MUNICIPIO DE ITABERABA- BA,Ministério da Saúde
864573,LUIS EDUARDO MAGALHAES,Implantacao de Melhorias Habitacionais para o Controle de Doenca de Chagas no Municipio de Luis Eduardo Magalhaes BA,Ministério da Saúde
864575,ALAGOA NOVA,Elaboracao de Plano Municipal de Saneamento Basico para o Municipio de Alagoa Nova - PB,Ministério da Saúde
864576,LAGOA SECA,Elaboracao de Plano Municipal de Saneamento Basico para o Municipio de Lagoa Seca - PB,Ministério da Saúde
864577,BREJINHO DE NAZARE,AQUISICAO DE UM CAMINHAO PARA COLETA DE RESIDUOS SOLIDOS,Ministério da Saúde
864578,SAO JOAO DA FRONTEIRA,AQUISICAO DE 01 (UM) CAMINHAO COMPACTADOR PARA O MUNICIPIO DE SAO JOAO DA FRONTEIRA - PI,Ministério da Saúde
864580,SANTO ANTONIO DE LISBOA,Aquisicao de veiculo do tipo caminhao compactador para coleta de residuos solidos.,Ministério da Saúde
864581,SAO MIGUEL DO ARAGUAIA,AQUISICAO DE 01 CAMINHAO BASCULANTE PARA O MUNICIPIO DE SAO MIGUEL DO ARAGUAIA/GO.,Ministério da Saúde
864585,SANTA ISABEL,Aquisicao de um Caminhao compactador/Coletor de Lixo para o Municipio de Santa Isabel de Goias.,Ministério da Saúde
864590,AFRANIO,Implantacao do sistema publico de manejo de residuos solidos no municipio de Afranio-PE,Ministério da Saúde
864591,CAMPO LARGO DO PIAUI,Aquisicao de um veiculo para coleta de lixo convencional para o municipio de Campo Largo do Piaui  PI.,Ministério da Saúde
864592,MADEIRO,Aquisicao de um Veiculo tipo Caminhao Compactador para o municipio de Madeiro  PI.,Ministério da Saúde
864594,PALMEIRAS DE GOIAS,Aquisicao de caminhao dotado de equipamento coletor compactador de residuos  coleta traseira - com capacidade minima de 6m3.,Ministério da Saúde
864595,AMORINOPOLIS,AQUISICAO DE UM CAMINHAO COLETOR E UM COMPACTADOR DE LIXO PARA O MUNICIPIO DE AMORINOPOLIS-GOIAS.,Ministério da Saúde
864596,NOSSA SENHORA DOS REMEDIOS,AQUISICAO DE 01 (UM) VEICULO PARA COLETA DE LIXO CONVENCIONAL PARA O MUNICIPIO DE NOSSA SENHORA DOS REMEDIOS - PI,Ministério da Saúde
864597,ITAGUARI,AQUISICAO DE UM CAMINHAO COMPACTADOR DE LIXO,Ministério da Saúde
864598,ALTO LONGA,AQUISICAO DE UM CAMINHAO COMPACTADOR DE LIXO PARA O MUNICIPIO DE ALTO LONGA -PI.,Ministério da Saúde
864599,PORTO,AQUISICAO DE 01 (UM) VEICULO PARA COLETA DE LIXO CONVENCIONAL NO MUNICIPIO DE PORTO - PI,Ministério da Saúde
864600,SANTANA DO PIAUI,Aquisicao de 01 (um) veiculo do tipo Caminhao Compactador de lixo para coleta convencional para o municipio de Santana do Piaui/PI.,Ministério da Saúde
864601,SAO JOSE DO DIVINO,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos para o municipio de Sao Jose do Divino  PI,Ministério da Saúde
864602,ITAGUARU,SANEAMENTO BASICO - CAMINHAO COLETOR DE LIXO,Ministério da Saúde
864603,PIO IX,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos para o municipio de Pio IX  PI,Ministério da Saúde
864604,COLONIA DO PIAUI,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos para o municipio de Colonia do Piaui  PI,Ministério da Saúde
864605,ESPERANTINA,Aquisicao de um (01) veiculo para coleta convencional de lixo para o municipio de Esperantina.,Ministério da Saúde
864606,CABECEIRAS DO PIAUI,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos para o municipio de Cabeceiras do Piaui  PI,Ministério da Saúde
864607,CURRALINHOS,Aquisicao de caminhao equipado com coletor compactador de lixo.,Ministério da Saúde
864608,LUIS CORREIA,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos.,Ministério da Saúde
864609,NAZARIA,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos.,Ministério da Saúde
864610,BARRAS,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos.,Ministério da Saúde
864611,CHAPADAO DO CEU,Aquisicao de Caminhao Coletor de Lixo para o municipio de Chapadao do Ceu-Go.,Ministério da Saúde
864612,BURITI ALEGRE,Aquisicao de Caminhao Coletor de Lixo para o municipio de Buriti Alegre-Go.,Ministério da Saúde
864613,GOIANAPOLIS,Aquisicao de Caminhao Coletor de Lixo para o municipio de Goianapolis-Go.,Ministério da Saúde
864615,PARAUNA,Aquisicao de Caminhao coletor de Lixo para o municipio de Parauna-Go.,Ministério da Saúde
864623,ALIANCA DO TOCANTINS,Aquisicao de Veiculo,Ministério da Saúde
864752,LUZILANDIA,IMPLANTACAO DE SISTEMA PUBLICO DE ABASTECIMENTO DE AGUA NO MUNICIPIO DE LUZILANDIA - PI,Ministério da Saúde
864753,GOVERNADOR MANGABEIRA,Ampliacao do sistema de abastecimento de agua do municipio de Governador Mangabeira/BA.,Ministério da Saúde
864754,LAGO DO JUNCO,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA NO MUNICIPIO DE LAGO DO JUNCO/MA.,Ministério da Saúde
864755,JUAZEIRINHO,Implantacao de Sistema de Abastecimento de agua no municipio de Juazeirinho - PB,Ministério da Saúde
864756,XAMBIOA,Implantacao de Sistema de Abastecimento de Agua no Municipio de Xambioa - TO.,Ministério da Saúde
864757,IGARAPE DO MEIO,Implantacao de Sistemas de Abastecimento de Agua na sede do municipio de Igarape do Meio/MA.,Ministério da Saúde
864758,CAPELA,IMPLANTACAO DO SISTEMA DE ABASTECIMENTO DE AGUA NO MUNICIPIO DE CAPELA/SE.,Ministério da Saúde
864759,ITAI,Implantacao de Sistema de Abastecimento de Agua no Municipio de Itai/SP.,Ministério da Saúde
864760,RIACHUELO,Implantacao de Sistema de Abastecimento de Agua no Municipio de Riachuelo/SE.,Ministério da Saúde
864761,SANTANA DO SAO FRANCISCO,Implantacao de Sistema de Abastecimento de Agua no Municipio de Santana do Sao Francisco/SE.,Ministério da Saúde
864762,PIRACEMA,Ampliacao do Sistema de Esgotamento Sanitario do municipio de Piracema,Ministério da Saúde
864763,TURVOLANDIA,Ampliacao de Sistema de Esgotamento Sanitario no Municipio de Turvolandia/MG.,Ministério da Saúde
864764,SAO MIGUEL ARCANJO,AMPLIACAO DE SISTEMA DE ABASTECIMENTO DE AGUA DO MUNICIPIO.,Ministério da Saúde
864767,MACAMBIRA,Implantacao de Sistema de Abastecimento de Agua no Municipio de Macambira/SE.,Ministério da Saúde
864768,DUARTINA,Implantacao de Sistema de Abastecimento de Agua no Municipio de Duartina/SP.,Ministério da Saúde
864769,SANTO ANTONIO DO LEVERGER,AMPLIACAO DO SISTEMA DE ABASTECIMENTO DE AGUA DO MUNICIPIO DE SANTO ANTONIO DO LEVERGER-MT.,Ministério da Saúde
864770,PAJEU DO PIAUI,Ampliacao do Sistema de Abastecimento de Agua em Pajeu do Piaui -PI.,Ministério da Saúde
864771,AROEIRAS,Implantacao do Sistema de Abastecimento de Agua.,Ministério da Saúde
864774,CERES,Ampliacao do sistema de abastecimento de agua no municipio de Ceres-GO.,Ministério da Saúde
864777,GARARU,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA NO MUNICIPIO DE GARARU/SE.,Ministério da Saúde
864778,VARZEA,Implantacao de Sistema de Abastecimento de Agua no Municipio de Varzea  PB.,Ministério da Saúde
864779,MIRANDA DO NORTE,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA NO MUNICIPIO DE MIRANDA DO NORTE-MA.,Ministério da Saúde
864780,MALHADOR,"Implantacao de Sistema de Abastecimento de agua, no Municipio de Malhador/Se.",Ministério da Saúde
864781,POCO VERDE,Implantacao e Ampliacao do Sistemas de Abastecimento de Agua no municipio de Poco Verde/Se,Ministério da Saúde
864782,BARRA BONITA,Ampliacao do Sistema de Abastecimento de Agua no Municipio de Barra Bonita/SP.,Ministério da Saúde
864783,CARUTAPERA,Implantacao do Sistema de abastecimento de agua na sede do municipio de Carutapera/MA,Ministério da Saúde
864784,CANINDE DE SAO FRANCISCO,Implantacao do Sistema de Abastecimento de Agua no municipio de Caninde de Sao Francisco/SE,Ministério da Saúde
864785,CARIRA,Implantacao e/ou Ampliacao do Sistema de Abastecimento de Agua no municipio de Carira/SE.,Ministério da Saúde
864786,LARANJEIRAS,"Ampliacao do Sistema de Abastecimento de Agua, no Municipio de Laranjeiras/Se",Ministério da Saúde
864787,FREI PAULO,"Implantacao e/ou Ampliacao de Sistema de Abastecimento de agua, no municipio de Frei Paulo/Se.",Ministério da Saúde
864788,FEIRA NOVA,Implantacao de Sistema de Abastecimento de Agua no Municipio de Feira Nova-SE.,Ministério da Saúde
864790,SAPUCAIA,Implantacao do Sistema de Abastecimento de Agua do Municipio de Sapucaia-RJ.,Ministério da Saúde
864791,CORRENTE,Implantacao de Sistema de Abastecimento de Agua no Municipio de Corrente-PI.,Ministério da Saúde
864793,VERISSIMO,Implantacao de Sistema de Esgotamento Sanitario no Municipio de Verissimo,Ministério da Saúde
864794,BONITO,Ampliacao do Sistema de Esgotamento Sanitario.,Ministério da Saúde
864795,PINDORAMA,AMPLIACAO DO SISTEMA DE ESGOTAMENTO SANITARIO NO MUNICIPIO DE PINDORAMA -SP,Ministério da Saúde
864797,IAPU,Implantacao de Sistema de Esgotamento Sanitario no Municipio de Iapu/MG,Ministério da Saúde
864798,SONORA,Implantacao de sistema de esgotamento sanitario no municipio de Sonora/MS.,Ministério da Saúde
864799,AMERICO DE CAMPOS,Ampliacao do sistema de esgotamento sanitario do municipio de Americo de Campos/SP,Ministério da Saúde
864800,CHAPADAO DO SUL,Ampliacao do Sistema de Esgotamento Sanitario no municipio de Chapadao do Sul/MS.,Ministério da Saúde
864802,CRUCILANDIA,Ampliacao do Sistema de Esgotamento Sanitario do municipio de Crucilandia,Ministério da Saúde
864804,SAO JOAO DA BARRA,Ampliacao de Sistema Publico de Esgotamento Sanitario no Municipio de Sao Joao da Barra/RJ.,Ministério da Saúde
864805,QUISSAMA,Implantacao de Sistema de Esgotamento Sanitario na localidade de Barra do Furado no Municipio de Quissama/RJ.,Ministério da Saúde
864808,TURVELANDIA,IMPLANTACAO DE SISTEMA DE ESGOTAMENTO SANITARIO NO MUNICIPIO DE TURVELANDIA/GO.,Ministério da Saúde
864810,ENGENHEIRO PAULO DE FRONTIN,Ampliacao do Sistema de Esgotamento Sanitario no Municipio de Engenheiro de Paulo Frontin/RJ.,Ministério da Saúde
864811,MIRACEMA,Ampliacao do Sistema de Esgotamento Sanitario em Miracema - RJ.,Ministério da Saúde
864812,CARMO,Implantacao do Sistema de Esgotamento Sanitario no Municipio do Carmo-RJ,Ministério da Saúde
864814,MARCO,Ampliacao do Sistema de Esgotamento Sanitario do Municipio de Marco-CE.,Ministério da Saúde
864815,MACUCO,Ampliacao de Sistema de Esgotamento Sanitario no municipio de Macuco-RJ.,Ministério da Saúde
864817,PACARAIMA,Implantacao de melhorias sanitarias domiciliares no municipio de Pacaraima-RR,Ministério da Saúde
864820,MIRANDA DO NORTE,Implantacao de melhorias sanitarias domiciliares nomunicipio de Miranda do Norte-MA.,Ministério da Saúde
864822,PARANAIGUARA,AQUISICAO DE CAMINHAO COLETOR DE LIXO,Ministério da Saúde
864827,CASEARA,Aquisicao de caminhao coletor de lixo para caseara do Tocantins.,Ministério da Saúde
864828,JUSSARA,Aquisicao de caminhao compactador de residuos solidos de 6 m3 0km.,Ministério da Saúde
864830,SAO BERNARDO,02(DOIS) CAMINHOES PARA COLETA DE LIXO,Ministério da Saúde
864832,ALAGOINHA,Implantacao de Melhorias Habitacionais para o Controle da Doenca de Chagas no municipio de Alagoinha-PB.,Ministério da Saúde
864835,CASTILHO,Implantacao de sistema de abastecimento de agua no Municipio de Castilho,Ministério da Saúde
864837,JULIO DE CASTILHOS,Implantacao de sistemas de abastecimento de agua no Municipio de Julio de Castilhos/RS,Ministério da Saúde
864838,SANTA LUCIA,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA NO MUNICIPIO DE SANTA LUCIA SP,Ministério da Saúde
864840,MIRANDOPOLIS,Ampliacao do Sistema Publico de Abastecimento de agua do Municipio de Mirandopolis.,Ministério da Saúde
864841,PROPRIA,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA NO MUNICIPIO DE PROPRIA/SE.,Ministério da Saúde
864842,SANTA ADELIA,AMPLIACAO DE SISTEMA DE ABASTECIMENTO DE AGUA NO MUNICIPIO.,Ministério da Saúde
864843,PADRE BERNARDO,Ampliacao de Sistema de Abastecimento de Agua no Municipio de Padre Bernardo-GO.,Ministério da Saúde
864844,FELIXLANDIA,2a ETAPA  DA IMPLANTACAO DE SISTEMA DE ESGOTAMENTO SANITARIO DO DISTRITO DE SAO JOSE DO BURITI NO MUNICIPIO DE FELIXLANDIA.,Ministério da Saúde
864845,MACAUBAL,Ampliacao do Sistema de Tratamento de Esgoto do Municipio de Macaubal SP.,Ministério da Saúde
864846,URUPES,"Ampliacao do Sistema de Esgotamento Sanitario, no Municipio de Urupes - SP",Ministério da Saúde
864847,SALES,"Ampliacao do Sistema de Esgotamento Sanitario, no Municipio de Sales",Ministério da Saúde
864848,INDIANOPOLIS,Implantacao de Sistema de Esgotamento Sanitario no municipio de Indianopolis - MG.,Ministério da Saúde
864849,TAQUARITINGA DO NORTE,AQUISICAO DE DOIS VEICULOS DO TIPO CAMINHAO COMPACTADOR PARA COLETA CONVENCIONAL DE RESIDUOS SOLIDOS / TAQUARITINGA DO NORTE (PE).,Ministério da Saúde
864851,CAXAMBU,Ampliacao de Sistema de Abastecimento de Agua no Municipio de Caxambu/MG.,Ministério da Saúde
864854,TIMBIRAS,Implantacao de Sistema de Abastecimento de Agua do Municipio de Timbiras-MA.,Ministério da Saúde
864855,LAGOA DO OURO,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA NO  MUNICIPIO DE LAGOA DO OURO - PE.,Ministério da Saúde
864860,MIRASSOLANDIA,Implantacao de Sistema de Esgotamento Sanitario no Municipio de Mirassolandia-SP.,Ministério da Saúde
864861,PONTO NOVO,Implantacao de Sistema de Esgotamento Santanario neste Municipio de Ponto Novo - Bahia,Ministério da Saúde
864862,IGUATAMA,Implantacao do Sistema de Esgotamento Sanitario do municipio de Iguatama,Ministério da Saúde
864868,GUARANI,Ampliacao de Sistema de Abastecimento de Agua no Municipio de Guarani/MG.,Ministério da Saúde
864870,TIO HUGO,Implantacao de Sistema de Abastecimento de Agua no Municipio de Tio Hugo - RS.,Ministério da Saúde
864873,CANAA,Ampliacao de Sistema de Abastecimento de Agua no Municipio de Canaa - MG.,Ministério da Saúde
864874,EUGENIO DE CASTRO,Ampliacao de Sistema de Abastecimento de Agua no Municipio de Eugenio de Castro/RS.,Ministério da Saúde
864877,MENDES,AMPLIACAO DO SISTEMA DE ABASTECIMENTO DE AGUA NO MUNICIPIO DE MENDES/RJ.,Ministério da Saúde
864879,MONTES CLAROS DE GOIAS,Aquisicao de Caminhao Coletor de Lixo para o municipio de Montes Claros de Goias.,Ministério da Saúde
864885,ITAARA,Implantacao de sistema de abastecimento de agua no Municipio de Itaara/RS.,Ministério da Saúde
864899,NOVA ALIANCA,AMPLIACAO de SISTEMA DE ABASTECIMENTO DE AGUA DO MUNICIPIO DE NOVA ALIANCA  SP.,Ministério da Saúde
865041,AFRANIO,Sistema de Abastecimento de Agua no Municipio de Afranio-PE,Ministério da Saúde
865043,CROATA,AMPLIACAO DE SISTEMAS DE ABASTECIMENTO DE AGUA NO MUNICIPIO DE CROATA-CE,Ministério da Saúde
865045,FLORIDA PAULISTA,Ampliacao de Sistema de Abastecimento de Agua no Municipio de Florida Paulista/SP.,Ministério da Saúde
865046,AMERICO DE CAMPOS,Implantacao de Sistemas de Abastecimento de Agua no Municipio de Americo de Campos/SP.,Ministério da Saúde
865048,CONCEICAO DO LAGO-ACU,"Implantacao de Sistema de Abastecimento Agua nas comunidades ENVIRA, MANDIOCAL e BACURITUBA, no Municipio de Conceicao do Lago Acu/MA.",Ministério da Saúde
865049,JERICO,Implantacao de Sistema de Abastecimento de Agua no Municipio de Jerico-PB.,Ministério da Saúde
865050,ALAGOINHA,Implantacao do Sistema de Abastecimento de Agua no Municipio de Alagoinha-PB.,Ministério da Saúde
865051,NOSSA SENHORA DAS DORES,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA NO MUNICIPIO DE NOSSA SENHORA DAS DORES/SE.,Ministério da Saúde
865052,BARRA DE SANTA ROSA,Implantacao de Sistema de Abastecimento de Agua no Municipio de Barra de Santa Rosa/PB.,Ministério da Saúde
865053,CRISTINAPOLIS,IMPLANTACAO DE SISTEMA PUBLICO DE ABASTECIMENTO DE AGUA NO MUNICIPIO DE CRISTINAPOLIS/SE.,Ministério da Saúde
865055,PEDRINHAS,Ampliacao do Sistema de Abastecimento de Agua no Municipio de Pedrinhas-SE.,Ministério da Saúde
865056,ITABERA,AMPLIACAO DO SISTEMA DE ABASTECIMENTO DE AGUA NO MUNICIPIO DE ITABERA/SP.,Ministério da Saúde
865058,PATY DO ALFERES,Implantacao do Sistema de Esgotamento Sanitario no Municipio de Paty do Alferes/RJ.,Ministério da Saúde
865063,GOIABEIRA,AMPLIACAO DO SISTEMA DE ESGOTAMENTO SANITARIO,Ministério da Saúde
865064,AMARANTE,AQUISICAO DE 01 (UM) CAMINHAO COMPACTADOR PARA O MUNICIPIO DE AMARANTE-PI.,Ministério da Saúde
865065,SAO JOAO DO ARRAIAL,AQUISICAO DE 01 (UM) CAMINHAO DE LIXO PARA O MUNICIPIO DE SAO JOAO DO ARRAIAL - PI.,Ministério da Saúde
865066,AGRICOLANDIA,AQUISICAO DE 01 (UM) CAMINHAO COMPACTADOR PARA O MUNICIPIO DE AGRICOLANDIA-PI.,Ministério da Saúde
865067,ELESBAO VELOSO,AQUISICAO DE 01 (UM) CAMINHAO COMPACTADOR PARA O MUNICIPIO DE ELESBAO VELOSO-PI.,Ministério da Saúde
865069,BATALHA,AQUISICAO DE 01 (UM) CAMINHAO COMPACTADOR PARA O MUNICIPIO DE BATALHA-PI.,Ministério da Saúde
865071,SIMPLICIO MENDES,AQUISICAO DE 01 (UM) CAMINHAO DE LIXO PARA O MUNICIPIO DE SIMPLICIO MENDES-PI.,Ministério da Saúde
865072,MARAGOGI,Ampliacao do Sistema de Abastecimento de Agua no Municipio de Maragogi/AL,Ministério da Saúde
865073,QUIXABEIRA,Implantacao de Sistema de Esgotamento Sanitario no Municipio de Quixabeira/BA.,Ministério da Saúde
865074,PARANAIGUARA,AMPLIACAO DE SISTEMA DE ESGOTO NO MUNICIPIO DE PARANAIGUARA/GO,Ministério da Saúde
865076,SENADOR POMPEU,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA DO MUNICIPIO DE SENADOR POMPEU-CE,Ministério da Saúde
